Team,Jumper,Name,Games,DoB,Height,Weight,Recruited,Position
North Melbourne,7,"Ziebell, Jack",189,1991-02-28,188,88,Murray Bushrangers,Forward
North Melbourne,44,"Zurhaar, Cameron",9,1998-05-22,189,90,East Fremantle,Forward
Port Adelaide,15,"Amon, Karl",43,1995-08-19,181,79,Sandringham Dragons,Midfield
Port Adelaide,30,"Atley, Joe",3,1998-08-04,188,88,Bendigo Pioneers,Midfield
Port Adelaide,10,"Boak, Travis",244,1988-08-01,184,85,Geelong Falcons,Forward
Port Adelaide,26,"Bonner, Riley",24,1997-03-07,191,82,West Adelaide,Defender
Port Adelaide,5,"Broadbent, Matthew",161,1990-08-01,189,90,Woodville-west Torrens,Defender
Port Adelaide,3,"Burton, Ryan",48,1997-01-31,191,91,North Adelaide,Defender
Port Adelaide,18,"Butters, Zak",1,2000-09-08,181,71,Western Jets,Midfield
Port Adelaide,33,"Byrne-Jones, Darcy",65,1995-09-20,180,76,Oakleigh Chargers,Defender
Port Adelaide,17,"Clurey, Tom",61,1994-03-23,193,93,Murray Bushrangers,Defender
Port Adelaide,47,"Cox, Tobin",0,1999-07-15,177,82,Glenelg,Midfield/Forward
Port Adelaide,22,"Dixon, Charlie",126,1990-09-23,200,108,Redland,Forward
Port Adelaide,28,"Drew, Willem",1,1998-10-01,190,85,North Ballarat Rebels,Midfield/Forward
Port Adelaide,21,"Duursma, Xavier",1,2000-07-07,186,74,Gippsland Power,Defender/Midfield
Port Adelaide,7,"Ebert, Brad",236,1990-04-02,188,89,Port Adelaide Magpies,Midfield
Port Adelaide,24,"Farrell, Kane",5,1999-03-17,183,75,Bendigo Pioneers,Forward
Port Adelaide,14,"Frampton, Billy",1,1996-11-20,200,96,South Fremantle,Ruck
Port Adelaide,45,"Frederick, Martin",0,2000-05-17,178,74,Sudan,Defender/Midfield
Port Adelaide,27,"Garner, Joel",0,1999-05-21,184,80,Eastern Ranges,Defender
Port Adelaide,9,"Gray, Robbie",200,1988-03-30,183,84,Oakleigh,Midfield/Forward
Port Adelaide,46,"Gray, Sam",76,1992-02-01,176,78,Port Adelaide,Forward
Port Adelaide,41,"Grundy, Riley",0,2000-07-28,195,83,Sturt,Defender
Port Adelaide,8,"Hartlett, Hamish",153,1990-08-14,183,85,West Adelaide,Defender
Port Adelaide,25,"Hayes, Sam",0,1999-06-09,203,96,Eastern Ranges,Ruck
Port Adelaide,44,"Hewett, Cameron",0,1997-02-26,189,82,North Adelaide,Midfield
Port Adelaide,43,"Houston, Dan",40,1997-05-12,187,89,Oakleigh Chargers,Defender
Port Adelaide,32,"Howard, Dougal",30,1996-03-25,199,95,Murray Bushrangers,Defender
Port Adelaide,31,"Johnson, Aidyn",10,1997-10-31,185,81,Bendigo Pioneers,Forward
Port Adelaide,42,"Jonas, Thomas",122,1991-01-09,189,94,Norwood,Defender
Port Adelaide,38,"Ladhams, Peter",0,1998-01-14,203,94,Norwood,Ruck
Port Adelaide,40,"Lienert, Jarrod",6,1994-08-05,193,89,Sturt Fc,Defender
Port Adelaide,29,"Lycett, Scott",76,1992-09-26,203,101,Port Magpies,Forward/Ruck
Port Adelaide,13,"Marshall, Todd",11,1998-10-08,198,90,Murray Bushrangers,Forward
Port Adelaide,34,"Mayes, Sam",101,1994-05-20,189,88,North Adelaide,Defender
Port Adelaide,12,"McKenzie, Trent",107,1992-04-03,191,83,Western Jets,Defender
Port Adelaide,6,"Motlop, Steven",157,1991-03-12,183,76,Wanderers,Midfield/Forward
Port Adelaide,37,"Patmore, Jake",0,1999-01-29,181,72,Claremont,Midfield/Forward
Port Adelaide,2,"Powell-Pepper, Sam",39,1998-01-08,188,96,East Perth,Midfield
Port Adelaide,48,"Pudney, Kai",0,2000-01-09,186,78,Japan,Midfield
Port Adelaide,11,"Rockliff, Tom",173,1990-02-22,185,83,Murray Bushrangers,Midfield
Port Adelaide,20,"Rozee, Connor",1,2000-01-22,185,73,North Adelaide,Defender/Forward
Port Adelaide,4,"Ryder, Patrick",227,1988-03-14,197,96,East Fremantle,Ruck
Port Adelaide,19,"Trengove, Jack",89,1991-09-02,186,85,Sturt,Defender
Port Adelaide,23,"Watts, Jack",173,1991-03-26,195,90,Sandringham Dragons,Forward
Port Adelaide,39,"Westhoff, Justin",249,1986-10-01,200,93,Central Districts,Forward/Ruck
Port Adelaide,16,"Wines, Oliver",129,1994-10-07,190,99,Bendigo Pioneers,Midfield
Port Adelaide,36,"Woodcock, Boyd",0,2000-03-05,179,72,North Adelaide,Midfield/Forward
Richmond,39,"Aarts, Jake",0,1994-12-08,180,76,Richmond Football Club,Forward
Richmond,12,"Astbury, David",108,1991-02-26,195,96,North Ballarat Rebels,Defender
Richmond,48,"Baker, Liam",3,1998-01-27,173,69,Subiaco,Forward
Richmond,38,"Balta, Noah",1,1999-10-23,194,94,Calder Cannons,Forward
Richmond,29,"Bolton, Shai",9,1998-12-08,175,76,South Fremantle,Forward
Richmond,35,"Broad, Nathan",31,1993-04-15,192,89,Swan Districts,Defender
Richmond,7,"Butler, Daniel",39,1996-06-03,182,80,North Ballarat Rebels,Forward
Richmond,22,"Caddy, Josh",139,1992-09-28,186,88,Northern Knights,Forward
Richmond,11,"Castagna, Jason",52,1996-07-12,181,80,Northern Knights,Forward
Richmond,41,"Chol, Mabior",1,1997-01-29,199,93,Aspley,Forward
Richmond,40,"Coleman-Jones, Callum",0,1999-06-13,200,97,Sturt,Forward/Ruck
Richmond,26,"Collier-Dawkins, Riley",0,2000-02-03,193,88,Oakleigh Chargers,Midfield
Richmond,9,"Cotchin, Trent",221,1990-04-07,185,85,Northern Knights,Midfield
Richmond,10,"Edwards, Shane",232,1988-10-25,182,81,Nth Adelaide,Midfield/Forward
Richmond,43,"Eggmolesse-Smith, Derek",0,1998-05-04,180,76,Wentworth,Defender
Richmond,5,"Ellis, Brandon",153,1993-08-03,181,82,Calder Cannons,Defender
Richmond,32,"English, Luke",0,2000-08-20,181,79,Perth,Midfield
Richmond,42,"Garthwaite, Ryan",2,1998-06-30,192,91,Murray Bushrangers,Defender
Richmond,34,"Graham, Jack",24,1998-02-25,181,82,North Adelaide,Midfield
Richmond,6,"Grigg, Shaun",214,1988-04-19,190,85,Nth Ballarat,Midfield
Richmond,2,"Grimes, Dylan",128,1991-07-16,193,90,Northern Knights,Defender
Richmond,13,"Higgins, Jack",21,1999-03-19,177,76,Oakleigh Chargers,Forward
Richmond,14,"Houli, Bachar",186,1988-05-12,180,84,Western,Defender
Richmond,23,"Lambert, Kane",75,1991-11-26,178,77,Williamstown,Forward
Richmond,19,"Lynch, Tom",132,1992-10-31,199,99,Dandenong Stingrays,Forward
Richmond,31,"Markov, Oleg",15,1996-05-08,188,80,North Adelaide,Defender
Richmond,4,"Martin, Dustin",202,1991-06-26,187,92,Bendigo Pioneers,Midfield
Richmond,33,"Mcintosh, Kamdyn",75,1994-04-03,191,91,Peel Thunder,Midfield
Richmond,37,"Menadue, Connor",33,1996-09-19,187,80,Western Jets,Defender
Richmond,46,"Miller, Ben",0,1999-08-31,195,94,Subiaco,Defender
Richmond,36,"Moore, Callum",8,1996-09-03,193,92,Calder Cannons,Forward
Richmond,45,"Naish, Patrick",0,1999-01-15,182,71,Northern Knights,Defender
Richmond,25,"Nankervis, Toby",60,1994-08-12,199,102,North Launceston,Ruck
Richmond,3,"Prestia, Dion",131,1992-10-12,175,82,Calder Cannons,Midfield
Richmond,18,"Rance, Alex",200,1989-10-09,194,95,Swan Districts,Defender
Richmond,8,"Riewoldt, Jack",250,1988-10-31,193,92,Tassie Mariners,Forward
Richmond,17,"Rioli, Daniel",56,1997-04-16,179,76,North Ballarat Rebels,Forward
Richmond,27,"Ross, Jack",0,2000-09-03,186,88,Oakleigh Chargers,Midfield
Richmond,15,"Short, Jayden",57,1996-01-24,178,75,Northern Knights,Defender
Richmond,47,"Soldo, Ivan",8,1996-04-14,204,106,Daramalan College,Ruck
Richmond,44,"Stack, Sydney",0,2000-04-28,179,72,Federals FC,Midfield
Richmond,21,"Townsend, Jacob",47,1993-06-20,187,89,Leeton,Forward
Richmond,28,"Turner, Fraser",0,2000-12-26,187,76,Clarence,Midfield
Richmond,1,"Vlastuin, Nick",118,1994-04-19,187,87,Northern Knights,Defender
Richmond,16,"Weller, Maverick",122,1992-02-13,182,85,Gold Coast,Forward
St. Kilda,8,"Acres, Blake",56,1995-10-07,190,92,West Perth,Midfield/Forward
St. Kilda,45,"Alabakis, Sam R",0,1997-05-02,211,105,Perth,Ruck
St. Kilda,20,"Armitage, David",167,1988-06-16,185,88,Morningside,Midfield/Forward
St. Kilda,24,"Austin, Logan",20,1995-07-08,196,92,Belconnen,Defender
St. Kilda,26,"Battle, Josh",8,1998-09-01,193,88,Dandenong Stingrays,Forward
St. Kilda,15,"Billings, Jack",86,1995-08-18,184,81,Oakleigh Chargers,Forward
St. Kilda,22,"Brown, Nathan",167,1988-12-17,196,99,Nth Ballarat,Defender
St. Kilda,27,"Bruce, Josh",92,1992-06-08,197,102,Canberra,Forward
St. Kilda,23,"Bytel, Jack",0,2000-03-14,189,82,Calder Cannons,Midfield
St. Kilda,2,"Carlisle, Jake",124,1991-10-01,201,104,Calder Cannons,Defender
St. Kilda,11,"Clark, Hunter",15,1999-03-26,186,79,Dandenong Stingrays,Defender
St. Kilda,38,"Clavarino, Oscar",0,1999-05-22,195,86,Dandenong Stingrays,Defender
St. Kilda,1,"Coffield, Nicholas",10,1999-10-23,191,82,Northern Knights,Defender
St. Kilda,7,"Dunstan, Luke",86,1995-01-29,184,85,Woodville West Torrens,Midfield
St. Kilda,14,"Geary, Jarryn",184,1988-06-23,182,82,Bendigo Pioneers,Defender
St. Kilda,4,"Gresham, Jade",63,1997-08-24,177,79,Northern Knights,Forward
St. Kilda,10,"Hannebery, Daniel",208,1991-02-24,181,79,Oakleigh Chargers,Midfield
St. Kilda,40,"Hind, Nick",0,1994-08-19,180,72,Essendon Vfl,Midfield
St. Kilda,39,"Joyce, Darragh R",3,1997-04-23,194,90,Kilkenny,Defender
St. Kilda,25,"Kent, Dean",64,1994-02-24,179,86,Perth,Forward
St. Kilda,12,"King, Max",0,2000-07-07,203,90,Sandringham Dragons,Forward
St. Kilda,46,"Langlands, Doulton R",0,1999-07-29,187,78,Murray Bushrangers,Midfield/Forward
St. Kilda,21,"Long, Ben",15,1997-08-21,182,74,Nt Thunder,Forward
St. Kilda,18,"Longer, Billy",65,1993-05-12,202,105,Northern Knights,Ruck
St. Kilda,13,"Lonie, Jack",51,1996-08-13,174,71,Dandenong Stingrays,Forward
St. Kilda,17,"Marsh, Jonathon",15,1995-10-17,194,93,East Fremantle,Defender
St. Kilda,19,"Marshall, Rowan",13,1995-11-24,201,101,North Ballarat,Forward
St. Kilda,32,"McCartin, Patrick",35,1996-04-19,194,100,Geelong Falcons,Forward
St. Kilda,36,"McKenzie, Daniel",35,1996-05-17,184,83,Oakleigh Chargers,Defender
St. Kilda,28,"Membrey, Tim",71,1994-05-26,188,89,Gippsland Power,Forward
St. Kilda,16,"Newnes, Jack",136,1993-02-24,184,86,Northern Knights,Midfield/Forward
St. Kilda,34,"Parker, Matthew",1,1996-01-25,190,76,South Fremantle,Forward
St. Kilda,33,"Paton, Ben",3,1998-10-19,186,77,Murray Bushrangers,Defender
St. Kilda,30,"Phillips, Edward",7,1998-03-29,187,80,Oakleigh Chargers,Midfield
St. Kilda,42,"Pierce, Lewis R",5,1994-11-16,203,104,Dandenong Stingrays,Ruck
St. Kilda,37,"Rice, Bailey",11,1997-02-10,184,88,Dandenong Stingrays,Defender
St. Kilda,17,"Roberton, Dylan",128,1991-06-21,194,91,Dandenong Stingrays,Defender
St. Kilda,6,"Ross, Sebastian",103,1993-05-07,187,88,North Ballarat Rebels,Midfield
St. Kilda,17,"Rowe, Sam",99,1987-11-19,199,98,Murray Bushrangers,Defender
St. Kilda,5,"Savage, Shane",142,1991-01-05,186,84,Dandenong Stingrays,Defender
St. Kilda,35,"Sinclair, Jack",65,1995-02-12,180,82,Oakleigh Chargers,Midfield
St. Kilda,9,"Steele, Jack",59,1995-12-13,187,90,Belconnen,Midfield
St. Kilda,3,"Steven, Jack",177,1990-03-28,180,84,Geelong Falcons,Midfield
St. Kilda,29,"Webster, Jimmy",86,1993-06-28,188,79,Glenorchy,Defender
St. Kilda,31,"White, Brandon",10,1997-01-13,188,85,Dandenong Stingrays,Defender
St. Kilda,44,"Wilkie, Callum R",1,1996-03-10,191,87,North Adelaide,Defender
St. Kilda,41,"Young, Robert",0,1995-03-02,179,73,North Adelaide,Forward
Sydney,36,"Aliir, Aliir",29,1994-09-05,194,94,East Fremantle,Defender
Sydney,46,"Amartey, Joel R",0,1999-09-02,196,88,Sandringham Dragons,Forward
Sydney,32,"Bell, James R",0,1999-02-10,183,79,Swans Academy,Midfield/Forward
Sydney,22,"Blakey, Nick",1,2000-02-27,196,82,Unsw,Forward
Sydney,17,"Cameron, Darcy",1,1995-07-18,204,100,Claremont,Ruck
Sydney,4,"Clarke, Ryan",41,1997-06-17,184,87,Eastern Ranges,Defender
Sydney,7,"Cunningham, Harry",105,1993-12-06,182,77,Turvey Park,Midfield
Sydney,34,"Dawson, Jordan",6,1997-04-09,190,88,Sturt,Midfield
Sydney,13,"Florent, Oliver",33,1998-07-22,183,80,Sandringham Dragons,Midfield
Sydney,16,"Foot, Zac",0,2000-12-24,180,71,Dandenong Stingrays,Forward
Sydney,42,"Fox, Robbie",13,1993-04-16,185,85,Coburg,Defender/Forward
Sydney,23,"Franklin, Lance",291,1987-01-30,199,107,Perth,Forward
Sydney,39,"Grundy, Heath",256,1986-06-02,192,105,Norwood,Defender
Sydney,9,"Hayward, Will",41,1998-10-26,186,80,North Adelaide,Forward
Sydney,5,"Heeney, Isaac",81,1996-05-05,186,85,Cardiff,Midfield/Forward
Sydney,29,"Hewett, George",72,1995-12-29,188,83,North Adelaide,Midfield
Sydney,15,"Jack, Kieren",248,1987-06-28,178,81,Nsw-act Rams,Midfield/Forward
Sydney,10,"Jones, Zak",74,1995-03-15,181,78,Dandenong Stingrays,Defender
Sydney,12,"Kennedy, Josh P.",228,1988-06-20,190,95,Sandringham Dragons,Midfield
Sydney,19,"Ling, Matthew",0,1999-04-21,183,76,Geelong Falcons,Midfield/Forward
Sydney,44,"Lloyd, Jake",116,1993-09-20,180,79,North Ballarat Rebels,Defender
Sydney,21,"Maibaum, Jack",0,1998-03-27,193,94,Eastern Ranges,Defender
Sydney,30,"McCartin, Tom",15,1999-12-30,192,82,Geelong Falcons,Forward
Sydney,41,"McLean, Hayden R",0,1999-01-20,197,93,Sandringham,Forward
Sydney,3,"McVeigh, Jarrad",320,1985-04-07,184,84,NSW-ACT Under 18s,Defender
Sydney,27,"Mcinerney, Justin",0,2000-08-18,187,75,Northern Knights,Defender
Sydney,43,"Melican, Lewis",21,1996-11-04,195,100,Geelong Falcons,Defender
Sydney,2,"Menzel, Daniel",73,1991-09-13,190,90,Central District,Forward
Sydney,14,"Mills, Callum",56,1997-04-02,188,82,North Shore,Defender
Sydney,35,"Naismith, Sam",28,1992-07-16,205,109,North Shore,Ruck
Sydney,38,"O'Riordan, Colin",3,1995-10-12,185,83,County Tipperary,Defender
Sydney,11,"Papley, Tom",61,1996-07-13,177,77,Gippsland Power,Forward
Sydney,26,"Parker, Luke",174,1992-10-25,183,88,Dandenong Stingrays,Midfield
Sydney,47,"Pink, Toby R",0,1998-08-11,194,92,Glenelg,Forward
Sydney,24,"Rampe, Dane",139,1990-06-02,189,86,Williamstown,Defender
Sydney,20,"Reid, Sam",122,1991-12-27,196,99,Murray Bushrangers,Forward
Sydney,31,"Reynolds, Harry R",0,2000-10-11,190,75,Sandringham Dragons,Defender
Sydney,25,"Ronke, Ben",18,1997-12-18,182,77,Calder Cannons,Forward
Sydney,1,"Rose, James",9,1996-04-16,186,79,Sturt,Forward
Sydney,8,"Rowbottom, James",0,2000-09-19,186,81,Oakleigh Chargers,Midfield
Sydney,18,"Sinclair, Callum",88,1989-09-23,200,96,Subiaco,Ruck
Sydney,40,"Smith, Nick",211,1988-06-12,183,83,Norwood,Defender
Sydney,33,"Stoddart, Ryley",2,1999-10-15,184,73,Eastern Ranges,Forward
Sydney,6,"Thurlow, Jackson",46,1994-03-28,191,88,Launceston,Midfield
Sydney,8,"Tippett, Kurt R",178,1987-05-08,202,106,Southport,Forward/Ruck
Sydney,28,"Tucker, Durak R",0,2000-02-09,189,84,Peel Thunder,Defender
Sydney,45,"Wicks, Sam R",0,1999-09-14,180,74,Swans Academy,Midfield/Forward
West Coast,41,"Ah Chee, Brendon",35,1993-12-21,188,89,South Fremantle,Forward
West Coast,33,"Ainsworth, Brayden",3,1998-11-21,184,80,Subiaco,Midfield
West Coast,43,"Allen, Matthew",0,1997-10-18,193,96,Glenelg,Midfield/Forward
West Coast,12,"Allen, Oscar",3,1999-03-19,191,83,West Perth,Defender
West Coast,37,"Barrass, Tom",52,1995-10-08,194,95,Claremont,Defender
West Coast,47,"Bines, Patrick R",0,1999-02-05,198,98,East Brighton,Forward/Ruck
West Coast,10,"Brander, Jarrod",2,1999-02-11,195,90,Bendigo Pioneers,Forward
West Coast,22,"Brayshaw, Hamish",0,1998-02-09,187,90,Sandringham Dragons,Midfield
West Coast,40,"Brooksby, Keegan R",14,1990-04-27,197,99,South Adelaide,Ruck
West Coast,39,"Cameron, Jarrod",0,2000-05-03,183,72,Swan Districts,Midfield/Forward
West Coast,28,"Cole, Tom",28,1997-05-28,186,81,Sandhurst Football Netball Club,Defender
West Coast,15,"Cripps, Jamie",144,1992-04-23,183,84,East Fremantle,Forward
West Coast,27,"Darling, Jack",173,1992-06-13,191,95,West Perth,Forward
West Coast,14,"Duggan, Liam",71,1996-12-11,184,83,Western Jets,Defender
West Coast,42,"Edwards, Harry R",0,2000-10-01,197,84,Swan Districts,Ruck
West Coast,29,"Foley, Luke",0,1999-10-08,188,74,Subiaco,Midfield
West Coast,3,"Gaff, Andrew",175,1992-06-16,182,85,Oakleigh Chargers,Midfield
West Coast,16,"Hickey, Tom",80,1991-03-06,201,99,Morningside,Ruck
West Coast,25,"Hurn, Shannon",249,1987-09-04,187,95,Central District,Defender
West Coast,34,"Hutchings, Mark",96,1991-05-25,182,83,East Perth,Midfield
West Coast,23,"Jetta, Lewis",175,1989-05-04,182,80,Swan Districts,Defender
West Coast,17,"Kennedy, Joshua",221,1987-08-25,196,102,East Fremantle,Forward
West Coast,7,"Masten, Chris",199,1989-05-02,180,80,East Fremantle,Midfield
West Coast,20,"McGovern, Jeremy",104,1992-04-15,196,99,Claremont,Defender
West Coast,36,"McInnes, Fraser R",14,1993-07-19,198,96,Perth,Ruck
West Coast,38,"Mutimer, Kurt",4,1997-03-11,185,84,Dandenong Stingrays,Defender
West Coast,9,"Naitanui, Nicholas",161,1990-05-04,201,110,Swan Districts,Ruck
West Coast,30,"Nelson, Jackson",42,1996-03-15,187,84,Geelong Falcons,Defender
West Coast,24,"O'Neill, Xavier",0,2000-08-03,185,82,Oakleigh Chargers,Midfield
West Coast,21,"Petruccelle, Jack",4,1999-04-12,185,80,Northern Knights,Forward
West Coast,8,"Redden, Jack",189,1990-12-09,190,85,Glenelg Football Club,Midfield
West Coast,46,"Riach, Brodie R",0,1998-05-31,189,84,Warwick HS,
West Coast,44,"Rioli, Willie",24,1995-06-04,175,80,Glenelg,Forward
West Coast,35,"Rotham, Josh",0,1998-02-25,193,85,West Perth,Defender
West Coast,1,"Ryan, Liam",14,1996-10-02,179,72,Subiaco,Forward
West Coast,31,"Schofield, Will",176,1989-01-24,196,92,Geelong Falcons,Defender
West Coast,4,"Sheed, Dominic",79,1995-04-10,185,87,Subiaco,Midfield
West Coast,5,"Sheppard, Bradley",155,1991-05-23,187,85,East Fremantle,Defender
West Coast,13,"Shuey, Luke",178,1990-06-02,183,90,Oakleigh Chargers,Midfield
West Coast,45,"Smith, Josh R",32,1994-01-02,180,80,Redland,Forward
West Coast,19,"Vardy, Nathan",58,1991-06-25,200,100,Gippsland Power,Forward/Ruck
West Coast,18,"Venables, Daniel",16,1998-11-19,187,83,Western Jets,Forward
West Coast,2,"Waterman, Jake",17,1998-05-06,191,92,Claremont,Forward
West Coast,26,"Watson, Francis R",0,1995-09-29,187,79,Balgo,Defender
West Coast,32,"Williams, Bailey",0,2000-04-17,198,95,Dandenong Stingrays,Forward/Ruck
West Coast,6,"Yeo, Elliot",133,1993-10-01,190,89,East Fremantle,Midfield
Western Bulldogs,4,"Bontempelli, Marcus",105,1995-11-24,193,93,Northern Knights,Midfield
Western Bulldogs,17,"Boyd, Thomas",61,1995-08-22,200,103,Eastern Ranges,Forward/Ruck
Western Bulldogs,25,"Cavarra, Ben",0,1995-12-20,173,72,Williamstown,Forward
Western Bulldogs,12,"Cordy, Zaine",49,1996-10-27,193,90,Geelong Falcons,Defender
Western Bulldogs,9,"Crozier, Hayden",87,1993-12-24,185,79,Eastern Ranges,Defender
Western Bulldogs,31,"Dale, Bailey",40,1996-07-22,183,82,Dandenong Stingrays,Midfield/Forward
Western Bulldogs,35,"Daniel, Caleb",75,1996-07-07,168,72,South Adelaide,Forward
Western Bulldogs,29,"Dickson, Tory",97,1987-09-26,184,85,Bendigo Bombers,Forward
Western Bulldogs,5,"Dunkley, Josh",44,1997-01-09,190,88,Gippsland Power,Midfield/Forward
Western Bulldogs,15,"Duryea, Taylor",119,1991-04-24,179,80,Murray Bushrangers,Defender
Western Bulldogs,44,"English, Timothy",10,1997-08-10,205,93,South Fremantle,Ruck
Western Bulldogs,26,"Gowers, Billy",21,1996-06-10,187,87,Oakleigh Chargers,Forward
Western Bulldogs,30,"Greene, Fergus",5,1997-12-20,187,75,Bendigo Pioneers,Forward
Western Bulldogs,32,"Hayes, Will",0,1995-06-05,181,77,Footscray Vfl,Midfield
Western Bulldogs,7,"Hunter, Lachlan",106,1994-12-13,183,82,Western Jets,Midfield
Western Bulldogs,39,"Johannisen, Jason",106,1992-11-08,180,82,East Fremantle,Defender
Western Bulldogs,46,"Jong, Lin",61,1993-06-04,188,87,Oakleigh Chargers,Midfield/Forward
Western Bulldogs,24,"Khamis, Buku R",0,2000-03-24,189,82,Western Jets,Defender
Western Bulldogs,21,"Liberatore, Thomas",118,1992-05-16,183,83,Calder Cannons,Midfield
Western Bulldogs,27,"Lipinski, Patrick",18,1998-07-17,187,84,Northern Knights,Midfield/Forward
Western Bulldogs,22,"Lloyd, Sam",58,1990-03-03,180,81,Frankston,Midfield
Western Bulldogs,36,"Lynch, Bradley",9,1997-07-11,187,79,Swan Districts,Defender/Forward
Western Bulldogs,11,"Macrae, Jackson",119,1994-08-03,191,85,Oakleigh Chargers,Midfield
Western Bulldogs,16,"McLean, Toby",61,1996-01-31,180,79,Oakleigh Chargers,Midfield/Forward
Western Bulldogs,38,"Morris, Dale",252,1982-12-29,190,91,Werribee,Defender
Western Bulldogs,33,"Naughton, Aaron",19,1999-11-30,195,89,Peel Thunder,Defender
Western Bulldogs,42,"Picken, Liam",198,1986-08-01,184,81,Williamstown,Forward
Western Bulldogs,28,"Porter, Callum",0,1999-02-22,182,76,Gippsland Power,Midfield
Western Bulldogs,20,"Richards, Ed",22,1999-07-03,185,79,Oakleigh Chargers,Defender
Western Bulldogs,18,"Roberts, Fletcher",49,1993-06-03,196,92,Sandringham Dragons,Defender
Western Bulldogs,13,"Schache, Josh",41,1997-08-21,199,94,Murray Bushrangers,Forward
Western Bulldogs,6,"Smith, Bailey",1,2000-12-07,185,80,Sandringham Dragons,Midfield
Western Bulldogs,37,"Smith, Roarke R",12,1996-09-11,181,81,Calder Cannons,Defender
Western Bulldogs,1,"Suckling, Matthew",153,1988-07-25,187,85,Wagga Tigers,Defender
Western Bulldogs,41,"Sweet, Jordon R",0,1998-02-02,203,106,North Adelaide,Ruck
Western Bulldogs,8,"Trengove, Jackson",169,1990-11-02,197,97,Calder Cannons,Defender
Western Bulldogs,23,"Vandermeer, Laitham",0,1999-02-03,180,77,Murray Bushrangers,Defender/Midfield
Western Bulldogs,3,"Wallis, Mitchell",124,1992-10-24,186,85,Calder Cannons,Midfield/Forward
Western Bulldogs,19,"Webb, Lukas",24,1996-03-04,187,84,Gippsland Power,Forward
Western Bulldogs,14,"West, Rhylee",0,2000-07-12,181,82,Calder Cannons,Midfield
Western Bulldogs,34,"Williams, Bailey",33,1997-10-10,187,85,Glenelg,Defender
Western Bulldogs,10,"Wood, Easton",138,1989-09-04,187,86,Camperdown,Defender
Western Bulldogs,40,"Young, Lachie R",0,1999-04-06,189,81,Mt Eliza Football Netball Club,Defender
Western Bulldogs,2,"Young, Lewis",9,1998-12-20,197,96,Sturt,Defender
